Date,Close
2015-01-01,10923.25
2015-01-02,10955.599609375
2015-01-05,10920.599609375
2015-01-06,10637.7998046875
2015-01-07,10604.9501953125
2015-01-08,10737.599609375
2015-01-09,10934.5498046875
2015-01-12,10976.2001953125
2015-01-13,10984.2998046875
2015-01-14,10881.5498046875
2015-01-15,10936.2998046875
2015-01-16,11101.150390625
2015-01-19,11249.2998046875
2015-01-20,11290.650390625
2015-01-21,11320.849609375
2015-01-22,11509.5
2015-01-23,11581.099609375
2015-01-27,11583.25
2015-01-28,11577.75
2015-01-29,11752.0498046875
2015-01-30,11693.5498046875
2015-02-02,11627.650390625
2015-02-03,11520.0
2015-02-04,11625.7001953125
2015-02-05,11522.099609375
2015-02-06,11322.9501953125
2015-02-09,11289.400390625
2015-02-10,11283.5
2015-02-11,11391.7001953125
2015-02-12,11598.25
2015-02-13,11789.900390625
2015-02-16,11680.25
2015-02-18,11741.25
2015-02-19,11734.5
2015-02-20,11746.5
2015-02-23,11640.7998046875
2015-02-24,11663.849609375
2015-02-25,11533.5
2015-02-26,11412.2998046875
2015-02-27,11554.7998046875
2015-03-02,12024.0498046875
2015-03-03,12166.2001953125
2015-03-04,12326.7998046875
2015-03-05,12632.5
2015-03-09,12676.900390625
2015-03-10,12631.9501953125
2015-03-11,12515.75
2015-03-12,12663.7001953125
2015-03-13,12487.0498046875
2015-03-16,12480.7001953125
2015-03-17,12716.7998046875
2015-03-18,12732.400390625
2015-03-19,12799.7998046875
2015-03-20,12622.25
2015-03-23,12622.9501953125
2015-03-24,12853.4501953125
2015-03-25,12919.4501953125
2015-03-26,12676.849609375
2015-03-27,12588.5498046875
2015-03-30,12703.7998046875
2015-03-31,12844.7998046875
2015-04-01,13136.2001953125
2015-04-06,13807.099609375
2015-04-07,13778.25
2015-04-08,13831.150390625
2015-04-09,13545.900390625
2015-04-10,13505.900390625
2015-04-13,13722.849609375
2015-04-15,13480.9501953125
2015-04-16,13248.650390625
2015-04-17,12809.150390625
2015-04-20,12753.849609375
2015-04-21,12284.0
2015-04-22,12431.349609375
2015-04-23,12293.0498046875
2015-04-24,12210.0
2015-04-27,11908.2001953125
2015-04-28,11984.599609375
2015-04-29,12042.900390625
2015-04-30,12057.7998046875
2015-05-04,12333.599609375
2015-05-05,12391.7001953125
2015-05-06,12037.650390625
2015-05-07,11873.5498046875
2015-05-08,12104.7001953125
2015-05-11,12317.5
2015-05-12,12250.7001953125
2015-05-13,12261.400390625
2015-05-14,12238.7998046875
2015-05-15,12294.650390625
2015-05-18,12486.0
2015-05-19,12502.349609375
2015-05-20,12537.0498046875
2015-05-21,12554.75
2015-05-22,12690.099609375
2015-05-25,12617.5498046875
2015-05-26,12559.0498046875
2015-05-27,12506.0498046875
2015-05-28,12311.900390625
2015-05-29,12511.75
2015-06-01,12079.7998046875
2015-06-02,11902.849609375
2015-06-03,11746.599609375
2015-06-04,11633.150390625
2015-06-05,11715.849609375
2015-06-08,11585.099609375
2015-06-09,11379.900390625
2015-06-10,11477.400390625
2015-06-11,11308.150390625
2015-06-12,11328.4501953125
2015-06-15,11451.099609375
2015-06-16,11473.7001953125
2015-06-17,11678.9501953125
2015-06-18,11836.150390625
2015-06-19,11810.0
2015-06-22,11879.349609375
2015-06-23,11910.25
2015-06-24,11997.5498046875
2015-06-25,12007.25
2015-06-26,12066.849609375
2015-06-29,11926.400390625
2015-06-30,12202.5498046875
2015-07-01,12257.099609375
2015-07-02,12193.7998046875
2015-07-03,12264.849609375
2015-07-06,12463.900390625
2015-07-07,12490.5
2015-07-08,12390.5
2015-07-09,12399.349609375
2015-07-10,12537.25
2015-07-13,12697.7998046875
2015-07-14,12786.599609375
2015-07-15,12912.349609375
2015-07-16,13060.349609375
2015-07-17,13139.0
2015-07-20,13175.650390625
2015-07-21,12255.2998046875
2015-07-22,12377.7001953125
2015-07-23,12275.400390625
2015-07-24,12226.0498046875
2015-07-27,12056.900390625
2015-07-28,11917.150390625
2015-07-29,11978.400390625
2015-07-30,12073.099609375
2015-07-31,12353.25
2015-08-03,12379.5
2015-08-04,12361.9501953125
2015-08-05,12572.5498046875
2015-08-06,12697.5
2015-08-07,12641.0498046875
2015-08-10,12638.599609375
2015-08-11,12636.900390625
2015-08-12,12771.75
2015-08-13,12913.7001953125
2015-08-14,13137.25
2015-08-17,13089.5498046875
2015-08-18,12980.099609375
2015-08-19,13335.849609375
2015-08-20,13463.75
2015-08-21,13470.0
2015-08-24,12653.2998046875
2015-08-25,12772.400390625
2015-08-26,12623.0498046875
2015-08-27,12995.75
2015-08-28,12940.75
2015-08-31,13213.2001953125
2015-09-01,13007.0498046875
2015-09-02,12840.349609375
2015-09-03,12817.400390625
2015-09-04,12521.5498046875
2015-09-07,12240.0
2015-09-08,12329.5
2015-09-09,12360.0498046875
2015-09-10,12315.0
2015-09-11,12341.849609375
2015-09-14,12495.2001953125
2015-09-15,12478.7998046875
