Date,NIFTY_50_Close,NIFTY_AUTO_Close,NIFTY_BANK_Close,NIFTY_ENERGY_Close,NIFTY_FMCG_Close,NIFTY_IT_Close,NIFTY_METAL_Close,NIFTY_PHARMA_Close,NIFTY_PSU_BANK_Close,NIFTY_REALTY_Close,FII_Net,DII_Net
2015-05-14,8224.2001953125,8485.5,18115.98828125,8352.0498046875,19846.05078125,11093.599609375,2448.699951171875,12238.7998046875,3557.64990234375,202.5500030517578,-73.76,302.57
2015-05-15,8262.349609375,8539.5498046875,,8333.25,19997.599609375,,2422.85009765625,12294.650390625,3586.5,200.1499938964844,-38.31,563.6
2015-05-18,8373.650390625,8600.0498046875,18422.734375,8472.099609375,20292.099609375,11279.4501953125,2436.5,12486.0,3600.10009765625,200.25,-202.12,618.54
2015-05-19,8365.650390625,8531.2998046875,18380.1875,8454.849609375,20231.099609375,11372.2001953125,2445.550048828125,12502.349609375,3588.89990234375,200.9499969482422,48.06,451.02
2015-05-20,8423.25,8484.7998046875,18554.935546875,8510.150390625,20232.5,11571.7001953125,2431.39990234375,12537.0498046875,3621.75,200.5500030517578,123.49,103.58
2015-05-21,8421.0,8549.599609375,18512.935546875,8454.400390625,20070.94921875,11618.599609375,2419.60009765625,12554.75,3591.300048828125,202.6999969482422,-186.26,404.01
2015-05-22,8458.9501953125,8581.650390625,,8520.650390625,20167.75,,2409.85009765625,12690.099609375,3524.14990234375,202.25,211.42,237.62
2015-05-25,8370.25,8565.099609375,18324.63671875,8504.650390625,19766.94921875,11623.349609375,2368.699951171875,12617.5498046875,3489.75,201.0500030517578,74.14,0.17
2015-05-26,8339.349609375,8548.150390625,18329.087890625,8415.349609375,19682.19921875,11581.900390625,2372.25,12559.0498046875,3482.949951171875,199.75,114.81,123.85
2015-05-27,8334.599609375,8369.900390625,18538.634765625,8481.099609375,19794.75,11367.5,2377.800048828125,12506.0498046875,3538.5,200.8000030517578,-934.98,594.03
2015-05-28,8319.0,8379.2998046875,18448.984375,8429.400390625,19856.5,11450.849609375,2370.14990234375,12311.900390625,3516.949951171875,200.5500030517578,-792.54,683.29
2015-05-29,8433.650390625,8536.75,18721.1328125,8488.099609375,20107.30078125,11575.0498046875,2382.60009765625,12511.75,3531.10009765625,199.5,2284.3,-2267.88
2015-06-01,8433.400390625,8509.349609375,18616.783203125,8591.9501953125,20387.400390625,11525.650390625,2382.800048828125,12079.7998046875,3537.64990234375,203.5500030517578,-1570.76,1189.65
2015-06-02,8236.4501953125,8325.0498046875,17977.091796875,8530.599609375,19709.150390625,11347.900390625,2330.14990234375,11902.849609375,3391.39990234375,195.4499969482422,-96.45,115.49
2015-06-03,8135.10009765625,8191.60009765625,17721.1953125,8404.0498046875,19132.0,11361.099609375,2303.64990234375,11746.599609375,3311.25,183.75,,
2015-06-04,8130.64990234375,8130.4501953125,17718.994140625,8460.0,19069.150390625,11379.2001953125,2274.199951171875,11633.150390625,3290.10009765625,185.3999938964844,936.81,-170.03
2015-06-05,8114.7001953125,8092.2998046875,17549.046875,8502.349609375,19259.599609375,11291.5498046875,2315.5,11715.849609375,3280.14990234375,182.25,-1699.6,1454.97
2015-06-08,8044.14990234375,8006.14990234375,17432.396484375,8386.75,19084.0,11238.599609375,2279.699951171875,11585.099609375,3214.5,180.8000030517578,108.93,-111.78
2015-06-09,8022.39990234375,7953.64990234375,17489.697265625,8367.9501953125,18978.900390625,11142.9501953125,2295.75,11379.900390625,3226.85009765625,177.8000030517578,,
2015-06-10,8124.4501953125,8104.0498046875,17707.044921875,8503.650390625,19014.099609375,11401.7001953125,2311.5,11477.400390625,3255.699951171875,179.25,480.24,-424.6
2015-06-11,7965.35009765625,7909.0,17304.19921875,8311.0,18828.44921875,11227.150390625,2281.800048828125,11308.150390625,3168.199951171875,174.85000610351562,219.17,-39.45
2015-06-12,7982.89990234375,7905.25,17523.34765625,8374.099609375,18846.44921875,11049.349609375,2247.199951171875,11328.4501953125,3166.85009765625,174.5500030517578,,
2015-06-15,8013.89990234375,7996.2001953125,17458.49609375,8418.25,18935.75,11093.849609375,2233.949951171875,11451.099609375,3120.550048828125,174.6999969482422,-604.86,650.47
2015-06-16,8047.2998046875,8090.85009765625,17602.244140625,8452.2001953125,18954.849609375,11119.2001953125,2238.800048828125,11473.7001953125,3168.10009765625,174.89999389648438,-521.65,644.81
2015-06-17,8091.5498046875,8160.9501953125,17583.845703125,8537.150390625,19249.099609375,11143.5,2256.699951171875,11678.9501953125,3168.64990234375,175.75,-940.91,1447.07
2015-06-18,8174.60009765625,8258.650390625,17733.34375,8792.400390625,19248.05078125,11215.349609375,2252.89990234375,11836.150390625,3181.35009765625,175.35000610351562,-784.73,1110.01
2015-06-19,8224.9501953125,8305.349609375,17880.642578125,8879.849609375,19345.349609375,11243.650390625,2261.050048828125,11810.0,3214.199951171875,173.8000030517578,-106.12,447.55
2015-06-22,8353.099609375,8400.7001953125,18334.287109375,8896.5498046875,19653.650390625,11429.7998046875,2288.800048828125,11879.349609375,3296.449951171875,183.25,651.31,-94.03
2015-06-23,8381.5498046875,8405.7998046875,18391.13671875,8934.9501953125,19737.099609375,11341.150390625,2325.5,11910.25,3338.800048828125,183.6499938964844,-374.97,404.2
2015-06-24,8360.849609375,8326.9501953125,18365.337890625,8881.75,19843.05078125,11353.75,2292.25,11997.5498046875,3259.75,181.25,92.57,13.52
2015-06-25,8398.0,8395.9501953125,18492.685546875,8953.0498046875,19759.599609375,11210.400390625,2299.800048828125,12007.25,3276.699951171875,182.3999938964844,280.21,-8.45
2015-06-26,8381.099609375,8447.2001953125,18371.287109375,8910.900390625,19695.650390625,11362.5498046875,2281.449951171875,12066.849609375,3262.89990234375,183.8500061035156,-203.74,234.21
2015-06-29,8318.400390625,8325.0498046875,18241.037109375,8854.849609375,19755.55078125,11133.650390625,2245.800048828125,11926.400390625,3205.25,180.1499938964844,-711.88,906.38
2015-06-30,8368.5,8383.25,18295.88671875,8892.9501953125,20155.75,11037.400390625,2287.300048828125,12202.5498046875,3228.199951171875,180.9499969482422,-551.38,580.59
2015-07-01,8453.0498046875,8482.4501953125,18581.3828125,8970.650390625,20093.900390625,11213.599609375,2314.75,12257.099609375,3307.300048828125,182.6000061035156,-1073.18,601.4
2015-07-02,8444.900390625,8528.599609375,18585.333984375,8986.150390625,20143.150390625,11187.25,2299.949951171875,12193.7998046875,3303.39990234375,182.3999938964844,,
2015-07-03,8484.900390625,8493.5,,8969.400390625,20245.099609375,,2268.25,12264.849609375,3328.75,181.3000030517578,,
2015-07-06,8522.150390625,8517.9501953125,18824.931640625,9012.2001953125,20376.69921875,11209.599609375,2254.800048828125,12463.900390625,3360.449951171875,182.9499969482422,,
2015-07-07,8510.7998046875,8488.900390625,18798.28125,8913.849609375,20384.400390625,11143.849609375,2257.89990234375,12490.5,3380.39990234375,185.3500061035156,23.54,-94.71
2015-07-08,8363.0498046875,8287.2998046875,18462.935546875,8820.4501953125,20168.55078125,11021.7998046875,2166.800048828125,12390.5,3310.800048828125,181.6499938964844,-93.74,34.08
2015-07-09,8328.5498046875,8248.5498046875,18508.484375,8701.099609375,20031.75,10828.7001953125,2159.75,12399.349609375,3334.0,181.25,-826.92,504.11
2015-07-10,8360.5498046875,8234.099609375,18719.583984375,8743.849609375,19887.94921875,10798.25,2179.89990234375,12537.25,3373.39990234375,179.60000610351562,-50.6,-218.75
2015-07-13,8459.650390625,8370.75,18893.33203125,8820.5498046875,20133.400390625,10998.849609375,2189.300048828125,12697.7998046875,3404.60009765625,181.1499938964844,527.98,-171.55
2015-07-14,8454.099609375,8305.7001953125,18779.98046875,8797.75,20184.44921875,11043.849609375,2205.10009765625,12786.599609375,3358.10009765625,180.0500030517578,269.9,-130.9
2015-07-15,8523.7998046875,8403.2001953125,18816.03125,8850.9501953125,20251.44921875,11150.25,2209.10009765625,12912.349609375,3349.0,181.0,407.69,-50.38
2015-07-16,8608.0498046875,8434.5498046875,19167.828125,8938.5,20445.80078125,11191.599609375,2217.199951171875,13060.349609375,3387.89990234375,180.9499969482422,745.81,-98.51
2015-07-17,8609.849609375,8473.900390625,19094.4765625,8950.900390625,20575.849609375,11269.2001953125,2207.64990234375,13139.0,3380.949951171875,180.10000610351562,605.56,-175.15
2015-07-20,8603.4501953125,8476.349609375,19032.478515625,8960.75,20511.400390625,11266.9501953125,2194.550048828125,13175.650390625,3320.39990234375,176.4499969482422,714.4,-848.76
2015-07-21,8529.4501953125,8440.4501953125,18723.18359375,8803.5498046875,20143.05078125,11655.4501953125,2169.89990234375,12255.2998046875,3271.35009765625,172.35000610351562,-226.88,146.32
2015-07-22,8633.5,8538.7998046875,18996.779296875,9055.400390625,20310.19921875,11643.75,2189.85009765625,12377.7001953125,3320.14990234375,174.0500030517578,450.32,-351.77
2015-07-23,8589.7998046875,8581.349609375,18864.78125,9045.0,20272.80078125,11558.7001953125,2180.10009765625,12275.400390625,3332.75,174.1999969482422,185.42,-276.69
2015-07-24,8521.5498046875,8472.0498046875,18635.6328125,8936.75,20303.75,11464.150390625,2151.64990234375,12226.0498046875,3274.25,171.5500030517578,6.62,196.38
2015-07-27,8361.0,8305.650390625,18212.83984375,8747.0,20151.30078125,11362.4501953125,2103.85009765625,12056.900390625,3199.0,167.0500030517578,-859.94,238.66
2015-07-28,8337.0,8259.5,18282.587890625,8757.900390625,20153.5,11306.25,2093.14990234375,11917.150390625,3211.550048828125,162.4499969482422,,
2015-07-29,8375.0498046875,8368.900390625,18323.1875,8669.099609375,19975.94921875,11470.7001953125,2097.949951171875,11978.400390625,3150.35009765625,164.5500030517578,-186.24,642.69
2015-07-30,8421.7998046875,8387.5,18440.185546875,8716.0498046875,20544.05078125,11394.5498046875,2095.699951171875,12073.099609375,3258.85009765625,171.3000030517578,-170.68,499.65
2015-07-31,8532.849609375,8544.849609375,18729.6328125,8711.849609375,20920.44921875,11594.150390625,2128.64990234375,12353.25,3411.800048828125,176.5500030517578,-277.77,1021.34
2015-08-03,8543.0498046875,8609.650390625,18914.478515625,8698.400390625,20991.5,11466.400390625,2109.35009765625,12379.5,3543.39990234375,176.8000030517578,,
2015-08-04,8516.900390625,8703.599609375,18972.37890625,8609.2001953125,20922.0,11415.5498046875,2167.699951171875,12361.9501953125,3650.699951171875,176.1999969482422,-479.18,382.54
2015-08-05,8567.9501953125,8795.4501953125,18928.330078125,8629.7001953125,21117.80078125,11618.0,2166.5,12572.5498046875,3617.60009765625,181.6000061035156,-437.56,1114.38
2015-08-06,8588.650390625,8796.9501953125,19029.12890625,8593.5,20941.19921875,11616.5,2154.39990234375,12697.5,3666.25,182.9499969482422,-749.12,529.82
2015-08-07,8564.599609375,8803.0,18893.33203125,8662.7001953125,20900.94921875,11597.0498046875,2131.949951171875,12641.0498046875,3579.35009765625,182.75,-354.32,-346.71
2015-08-10,8525.599609375,8745.599609375,18874.78125,8537.25,20789.55078125,11573.900390625,2109.800048828125,12638.599609375,3576.300048828125,183.6499938964844,-48.89,-299.75
2015-08-11,8462.349609375,8619.25,18616.68359375,8475.099609375,20663.099609375,11711.150390625,2035.4000244140625,12636.900390625,3442.949951171875,181.5500030517578,,
2015-08-12,8349.4501953125,8407.150390625,18059.541015625,8275.5498046875,20329.80078125,12006.7998046875,1947.550048828125,12771.75,3310.35009765625,171.39999389648438,-518.46,590.32
2015-08-13,8355.849609375,8441.5498046875,18175.189453125,8254.650390625,20271.25,11956.099609375,1893.5999755859373,12913.7001953125,3331.14990234375,169.0500030517578,-625.9,545.86
2015-08-14,8518.5498046875,8642.099609375,18723.3828125,8409.650390625,20345.30078125,12048.4501953125,1920.5999755859373,13137.25,3483.699951171875,183.3000030517578,403.76,179.2
2015-08-17,8477.2998046875,8615.4501953125,18821.83203125,8299.2001953125,20321.19921875,12001.75,1942.949951171875,13089.5498046875,3699.199951171875,180.3999938964844,142.34,183.72
2015-08-18,8466.5498046875,8662.5498046875,18780.630859375,8253.0,20283.75,12159.400390625,1909.0999755859373,12980.099609375,3728.5,179.6999969482422,-255.42,127.5
2015-08-19,8495.150390625,8703.2998046875,18703.033203125,8275.349609375,20325.75,12249.099609375,1882.0,13335.849609375,3645.800048828125,178.14999389648438,-423.72,383.32
2015-08-20,8372.75,8553.5498046875,18282.88671875,8077.64990234375,20640.25,11985.25,1838.4000244140625,13463.75,3522.300048828125,170.9499969482422,-1007.26,567.87
2015-08-21,8299.9501953125,8381.7001953125,18056.990234375,7998.60009765625,20704.55078125,12032.2998046875,1822.3499755859373,13470.0,3493.39990234375,166.5,-2340.6,1524.1
2015-08-24,7809.0,7773.4501953125,16811.60546875,7333.85009765625,19742.150390625,11455.150390625,1693.949951171875,12653.2998046875,3166.699951171875,148.0500030517578,-5275.4,4097.83
2015-08-25,7880.7001953125,7920.35009765625,17192.55078125,7463.89990234375,19869.05078125,11376.75,1754.949951171875,12772.400390625,3233.5,158.1999969482422,-2080.01,1963.09
2015-08-26,7791.85009765625,7882.10009765625,16917.453125,7476.60009765625,19688.0,11284.099609375,1760.949951171875,12623.0498046875,3146.39990234375,157.89999389648438,-2345.77,1881.08
