Date,NIFTY_50_Close,NIFTY_AUTO_Close,NIFTY_BANK_Close,NIFTY_ENERGY_Close,NIFTY_FMCG_Close,NIFTY_IT_Close,NIFTY_METAL_Close,NIFTY_PHARMA_Close,NIFTY_PSU_BANK_Close,NIFTY_REALTY_Close,FII_Net,DII_Net
2015-01-02,8395.4501953125,8365.400390625,19057.580078125,8668.650390625,20142.650390625,11372.099609375,2715.449951171875,10955.599609375,4311.64990234375,205.1000061035156,,
2015-01-05,8378.400390625,8467.9501953125,19017.1796875,8651.5,20184.849609375,11248.5498046875,2704.5,10920.599609375,4281.14990234375,205.25,,
2015-01-06,8127.35009765625,8248.2001953125,18430.53515625,8304.0,19863.349609375,10959.900390625,2610.449951171875,10637.7998046875,4104.60009765625,198.0500030517578,113.47,49.34
2015-01-07,8102.10009765625,8254.7001953125,18304.037109375,8404.900390625,19841.099609375,10916.0,2568.64990234375,10604.9501953125,4091.60009765625,197.3999938964844,75.03,52.12
2015-01-08,8234.599609375,8397.2998046875,18701.18359375,8450.5,20244.150390625,11018.150390625,2609.25,10737.599609375,4164.75,203.5,,
2015-01-09,8284.5,8397.0,18637.033203125,8548.400390625,20286.650390625,,2599.10009765625,10934.5498046875,4138.7001953125,199.9499969482422,-675.32,681.93
2015-01-12,8323.0,8409.5498046875,18795.630859375,8463.7001953125,20517.80078125,11543.650390625,2555.199951171875,10976.2001953125,4201.14990234375,200.1999969482422,-106.78,194.75
2015-01-13,8299.400390625,8398.7998046875,18706.982421875,8374.7998046875,20603.0,11502.7998046875,2546.75,10984.2998046875,4170.4501953125,196.75,235.09,46.06
2015-01-14,8277.5498046875,8427.7001953125,18603.583984375,8335.0,20455.80078125,11614.2998046875,2457.89990234375,10881.5498046875,4141.35009765625,195.1999969482422,-69.74,-223.98
2015-01-15,8494.150390625,8614.7001953125,19235.427734375,8542.25,20770.0,11669.849609375,2483.14990234375,10936.2998046875,4327.0,211.4499969482422,1738.24,-527.27
2015-01-16,8513.7998046875,8623.599609375,19222.927734375,8589.400390625,20969.599609375,11659.599609375,2496.199951171875,11101.150390625,4261.0,212.3500061035156,1099.93,-716.91
2015-01-19,8550.7001953125,8694.900390625,19405.826171875,8655.650390625,20728.400390625,11642.75,2504.800048828125,11249.2998046875,4254.10009765625,212.75,433.72,-237.71
2015-01-20,8695.599609375,8760.900390625,19766.8203125,8763.349609375,21091.150390625,11695.0,2581.550048828125,11290.650390625,4302.4501953125,215.6999969482422,1275.59,-761.6
2015-01-21,8729.5,8779.9501953125,19843.01953125,8766.4501953125,20673.900390625,11813.7001953125,2564.60009765625,11320.849609375,4407.7998046875,215.0500030517578,,
2015-01-22,8761.400390625,8842.0,19917.41796875,8693.0,20670.80078125,11850.849609375,2580.75,11509.5,4373.5498046875,216.3500061035156,592.79,-578.53
2015-01-23,8835.599609375,8983.099609375,20072.466796875,8748.4501953125,20744.19921875,,2602.85009765625,11581.099609375,4382.39990234375,219.6000061035156,2019.98,-1299.96
2015-01-27,8910.5,9099.599609375,20555.01171875,8765.5498046875,20985.599609375,11693.4501953125,2583.75,11583.25,4385.35009765625,222.25,953.51,-783.34
2015-01-28,8914.2998046875,9043.150390625,20491.51171875,8852.5,21027.849609375,11809.5498046875,2546.10009765625,11577.75,4419.25,225.1999969482422,1723.17,-1292.7
2015-01-29,8952.349609375,9049.7001953125,20528.361328125,8956.5498046875,21293.099609375,11824.150390625,2540.5,11752.0498046875,4299.14990234375,231.4499969482422,1723.77,-1680.09
2015-01-30,8808.900390625,8930.849609375,19843.51953125,8920.650390625,21165.75,,2513.300048828125,11693.5498046875,4046.449951171875,236.8000030517578,-771.55,-37.6
2015-02-02,8797.400390625,8976.099609375,19865.669921875,8887.400390625,20840.19921875,11943.9501953125,2501.949951171875,11627.650390625,4039.60009765625,238.1000061035156,-629.97,-224.07
2015-02-03,8756.5498046875,8919.7001953125,19382.724609375,9037.150390625,21052.80078125,11963.900390625,2521.800048828125,11520.0,3924.60009765625,234.8500061035156,424.79,180.35
2015-02-04,8723.7001953125,8812.5,19173.77734375,9050.2001953125,20991.44921875,11938.900390625,2574.449951171875,11625.7001953125,3864.449951171875,237.5500030517578,,
2015-02-05,8711.7001953125,8749.650390625,19051.6796875,8910.849609375,21093.94921875,12165.150390625,2525.10009765625,11522.099609375,3784.64990234375,231.1999969482422,,
2015-02-06,8661.0498046875,8496.2998046875,,8808.7001953125,21286.19921875,12267.9501953125,2507.050048828125,11322.9501953125,3766.699951171875,229.8000030517578,-594.14,271.64
2015-02-09,8526.349609375,8294.4501953125,18403.634765625,8708.2001953125,20995.099609375,12249.2998046875,2440.64990234375,11289.400390625,3635.550048828125,223.9499969482422,-1573.42,880.27
2015-02-10,8565.5498046875,8436.0498046875,18752.28125,8652.5498046875,21069.5,12162.849609375,2477.85009765625,11283.5,3704.85009765625,223.8000030517578,,
2015-02-11,8627.400390625,8514.150390625,18940.580078125,8721.650390625,21252.150390625,12243.400390625,2520.10009765625,11391.7001953125,3726.75,225.25,-272.67,145.38
2015-02-12,8711.5498046875,8654.2998046875,19128.376953125,8821.400390625,21224.19921875,12372.0,2530.050048828125,11598.25,3693.800048828125,228.6499938964844,60.61,-78.31
2015-02-13,8805.5,8759.0,19369.474609375,8832.099609375,21616.44921875,12464.9501953125,2555.35009765625,11789.900390625,3901.550048828125,226.4499969482422,390.26,95.82
2015-02-16,8809.349609375,8792.5498046875,19189.7265625,8790.0,22009.0,,2555.199951171875,11680.25,3892.550048828125,229.1999969482422,-182.8,280.77
2015-02-18,8869.099609375,8884.849609375,19296.275390625,8806.5,22195.75,12632.75,2537.5,11741.25,3887.0,228.1000061035156,2187.96,327.87
2015-02-19,8895.2998046875,8871.650390625,19188.078125,8831.5,21989.349609375,12723.7998046875,2631.0,11734.5,3839.949951171875,229.6499938964844,1542.7,-195.74
2015-02-20,8833.599609375,8874.650390625,19073.328125,8669.7998046875,22149.94921875,12571.9501953125,2622.050048828125,11746.5,3875.050048828125,231.9499969482422,-89.41,204.85
2015-02-23,8754.9501953125,8804.150390625,18913.1796875,8551.4501953125,21902.94921875,12531.2998046875,2601.199951171875,11640.7998046875,3806.14990234375,228.1000061035156,601.91,-163.79
2015-02-24,8762.099609375,8777.7001953125,18883.58203125,8470.0,22231.849609375,12566.2001953125,2568.800048828125,11663.849609375,3784.050048828125,229.1000061035156,697.28,-146.98
2015-02-25,8767.25,8781.2998046875,18732.833984375,8467.0,22295.150390625,12633.349609375,2556.800048828125,11533.5,3770.89990234375,229.8999938964844,516.06,19.7
2015-02-26,8683.849609375,8640.7001953125,18537.884765625,8506.599609375,22070.900390625,12458.5,2529.64990234375,11412.2998046875,3685.89990234375,230.8000030517578,2312.15,340.79
2015-02-27,8844.599609375,8841.7998046875,19074.328125,8661.0498046875,22063.94921875,12554.9501953125,2606.35009765625,11554.7998046875,3836.550048828125,241.1000061035156,1957.1,-491.93
2015-03-02,8956.75,8919.5498046875,20007.8671875,8711.7001953125,20648.650390625,12663.7001953125,2599.800048828125,12024.0498046875,3856.39990234375,238.6000061035156,-264.35,-137.31
2015-03-03,8996.25,8838.7998046875,19960.966796875,8861.849609375,20661.400390625,12855.900390625,2586.25,12166.2001953125,3902.60009765625,234.8999938964844,772.92,-303.88
2015-03-04,8922.650390625,8777.849609375,19643.671875,8746.0498046875,20743.400390625,12730.599609375,2519.89990234375,12326.7998046875,3783.85009765625,234.25,,
2015-03-05,8937.75,8825.650390625,19747.76953125,8743.25,21005.849609375,12665.5,2474.800048828125,12632.5,3791.10009765625,234.1499938964844,,
2015-03-09,8756.75,8727.0498046875,19145.328125,8551.5,20878.05078125,12422.25,2414.300048828125,12676.900390625,3732.10009765625,227.6000061035156,-394.31,840.35
2015-03-10,8712.0498046875,8756.400390625,19054.1796875,8465.9501953125,20773.25,12405.0498046875,2427.75,12631.9501953125,3707.550048828125,223.0,,
2015-03-11,8699.9501953125,8761.5,19043.779296875,8430.900390625,20778.5,12352.349609375,2386.75,12515.75,3682.10009765625,224.3000030517578,-449.84,350.31
2015-03-12,8776.0,8851.650390625,19141.626953125,8543.0498046875,21107.849609375,12423.650390625,2423.0,12663.7001953125,3714.800048828125,227.75,-611.43,521.11
2015-03-13,8647.75,8721.75,18779.58203125,8430.599609375,20676.69921875,12312.150390625,2391.14990234375,12487.0498046875,3648.25,225.9499969482422,66.98,-71.55
2015-03-16,8633.150390625,8697.849609375,18837.130859375,8364.0498046875,20436.80078125,12419.0498046875,2353.14990234375,12480.7001953125,3667.0,228.8500061035156,-762.55,158.65
2015-03-17,8723.2998046875,8807.400390625,19058.029296875,8468.9501953125,20718.599609375,12383.150390625,2380.699951171875,12716.7998046875,3681.39990234375,230.25,265.52,-243.69
2015-03-18,8685.900390625,8748.75,19147.02734375,8476.75,20572.05078125,12276.099609375,2387.75,12732.400390625,3722.300048828125,230.5,-457.43,-882.99
2015-03-19,8634.650390625,8719.5498046875,18810.931640625,8436.7998046875,20430.650390625,12275.2001953125,2388.35009765625,12799.7998046875,3632.699951171875,226.8500061035156,1428.72,53.46
2015-03-20,8570.900390625,8585.9501953125,18606.1328125,8355.25,19999.80078125,12363.5,2366.0,12622.25,3589.60009765625,218.0500030517578,354.59,-219.2
2015-03-23,8550.900390625,8597.7998046875,18448.78515625,8335.2001953125,19999.19921875,12244.4501953125,2373.5,12622.9501953125,3547.300048828125,217.5500030517578,417.41,403.91
2015-03-24,8542.9501953125,8480.7998046875,18331.236328125,8387.0498046875,19945.0,12180.0,2366.25,12853.4501953125,3499.35009765625,216.8999938964844,737.86,-631.67
2015-03-25,8530.7998046875,8515.650390625,18309.88671875,8319.099609375,19957.5,12225.599609375,2343.35009765625,12919.4501953125,3438.64990234375,217.0,813.19,96.52
2015-03-26,8342.150390625,8385.349609375,17831.443359375,8196.099609375,19691.150390625,11902.099609375,2288.0,12676.849609375,3331.35009765625,213.1999969482422,-521.23,687.09
2015-03-27,8341.400390625,8435.0,18044.591796875,8116.5,19511.0,,2292.85009765625,12588.5498046875,3381.75,211.6499938964844,-320.52,674.76
2015-03-30,8492.2998046875,8574.4501953125,18361.587890625,8183.7001953125,19880.94921875,12100.849609375,2328.300048828125,12703.7998046875,3436.300048828125,216.0500030517578,-240.34,651.67
2015-03-31,8491.0,8621.75,18206.439453125,8264.25,19879.599609375,12083.0,2324.449951171875,12844.7998046875,3410.39990234375,216.1499938964844,356.07,283.71
2015-04-01,8586.25,8710.75,,8313.150390625,20145.099609375,,2347.64990234375,13136.2001953125,3507.800048828125,219.3999938964844,,
2015-04-06,8659.900390625,8792.0,18605.232421875,8372.349609375,20607.900390625,11969.25,2339.949951171875,13807.099609375,3506.35009765625,234.1499938964844,511.9,772.04
2015-04-07,8660.2998046875,8794.5,18469.0859375,8436.599609375,20747.94921875,11989.349609375,2392.0,13778.25,3493.699951171875,230.25,,
2015-04-08,8714.400390625,8838.75,18416.384765625,8568.9501953125,21074.099609375,12214.2998046875,2431.25,13831.150390625,3506.5,232.8500061035156,118.7,-112.55
2015-04-09,8778.2998046875,8848.150390625,18875.630859375,8688.25,21118.94921875,12279.400390625,2468.14990234375,13545.900390625,3604.699951171875,230.9499969482422,-1287.12,1128.7
2015-04-10,8780.349609375,8879.0,,8740.099609375,21214.75,,2483.0,13505.900390625,3662.300048828125,232.3999938964844,,
2015-04-13,8834.0,8817.849609375,,8849.900390625,21456.400390625,,2485.0,13722.849609375,3681.85009765625,232.6999969482422,417.01,46.42
2015-04-16,8706.7001953125,8666.400390625,18636.833984375,8910.650390625,21287.80078125,12059.0,2464.39990234375,13248.650390625,3731.699951171875,224.3000030517578,-214.36,432.27
2015-04-17,8606.0,8558.2001953125,,8900.2998046875,21277.849609375,,2488.550048828125,12809.150390625,3737.199951171875,222.1499938964844,-675.71,72.52
2015-04-20,8448.099609375,8398.599609375,18112.5390625,8657.099609375,20666.349609375,11562.2001953125,2442.199951171875,12753.849609375,3681.199951171875,216.0500030517578,-1506.86,962.5
2015-04-21,8377.75,8284.900390625,18105.5390625,8563.650390625,20429.30078125,11558.400390625,2446.25,12284.0,3699.300048828125,215.3000030517578,17488.73,1364.83
2015-04-22,8429.7001953125,8280.2998046875,18243.486328125,8548.2001953125,20538.599609375,11492.0,2459.199951171875,12431.349609375,3653.25,215.3500061035156,-910.15,217.98
2015-04-23,8398.2998046875,8228.7998046875,18245.38671875,8495.849609375,20525.69921875,11451.5498046875,2495.14990234375,12293.0498046875,3591.35009765625,213.5500030517578,-276.83,559.6
2015-04-24,8305.25,8164.4501953125,,8509.7998046875,20606.05078125,,2454.89990234375,12210.0,3536.300048828125,205.0,-775.46,896.33
2015-04-27,8213.7998046875,8118.64990234375,17767.392578125,8386.150390625,20242.55078125,11097.900390625,2454.050048828125,11908.2001953125,3457.75,196.5500030517578,-1749.33,1667.54
2015-04-28,8285.599609375,8315.400390625,18246.037109375,8380.849609375,20053.30078125,11052.9501953125,2453.199951171875,11984.599609375,3517.35009765625,200.0,-1532.84,1537.08
2015-04-29,8239.75,8278.5,18302.4375,8302.2998046875,19729.94921875,11094.400390625,2443.25,12042.900390625,3505.64990234375,201.6000061035156,-718.31,912.46
2015-04-30,8181.5,8188.2001953125,,8331.75,19510.69921875,,2402.39990234375,12057.7998046875,3484.60009765625,204.8000030517578,-3157.61,2460.8
2015-05-04,8331.9501953125,8330.2001953125,18501.0859375,8620.650390625,19911.30078125,11191.4501953125,2441.75,12333.599609375,3579.0,210.1999969482422,,
2015-05-05,8324.7998046875,8327.2001953125,18471.234375,8663.2998046875,19963.80078125,11170.25,2508.14990234375,12391.7001953125,3530.39990234375,212.8500061035156,-756.52,979.19
2015-05-06,8097.0,8089.85009765625,17799.34375,8437.150390625,19490.849609375,10938.849609375,2430.35009765625,12037.650390625,3413.550048828125,203.9499969482422,-550.29,879.5
2015-05-07,8057.2998046875,7986.25,17376.69921875,8318.4501953125,19541.94921875,11127.75,2417.800048828125,11873.5498046875,3328.85009765625,199.1000061035156,,
2015-05-08,8191.5,8199.25,,8397.099609375,19857.19921875,,2435.60009765625,12104.7001953125,3295.14990234375,207.3500061035156,,
2015-05-11,8325.25,8427.5498046875,18199.5390625,8489.849609375,19795.94921875,11324.5498046875,2502.300048828125,12317.5,3498.10009765625,209.25,-991.87,636.15
2015-05-12,8126.9501953125,8277.5,17628.4453125,8239.2001953125,19598.75,11118.4501953125,2426.0,12250.7001953125,3369.14990234375,201.8999938964844,,
2015-05-13,8235.4501953125,8413.400390625,18097.23828125,8342.25,19818.900390625,11170.5,2428.85009765625,12261.400390625,3459.199951171875,200.3500061035156,-71.2,254.0
