Date,Close
2015-01-01,20057.599609375
2015-01-02,20142.650390625
2015-01-05,20184.849609375
2015-01-06,19863.349609375
2015-01-07,19841.099609375
2015-01-08,20244.150390625
2015-01-09,20286.650390625
2015-01-12,20517.80078125
2015-01-13,20603.0
2015-01-14,20455.80078125
2015-01-15,20770.0
2015-01-16,20969.599609375
2015-01-19,20728.400390625
2015-01-20,21091.150390625
2015-01-21,20673.900390625
2015-01-22,20670.80078125
2015-01-23,20744.19921875
2015-01-27,20985.599609375
2015-01-28,21027.849609375
2015-01-29,21293.099609375
2015-01-30,21165.75
2015-02-02,20840.19921875
2015-02-03,21052.80078125
2015-02-04,20991.44921875
2015-02-05,21093.94921875
2015-02-06,21286.19921875
2015-02-09,20995.099609375
2015-02-10,21069.5
2015-02-11,21252.150390625
2015-02-12,21224.19921875
2015-02-13,21616.44921875
2015-02-16,22009.0
2015-02-18,22195.75
2015-02-19,21989.349609375
2015-02-20,22149.94921875
2015-02-23,21902.94921875
2015-02-24,22231.849609375
2015-02-25,22295.150390625
2015-02-26,22070.900390625
2015-02-27,22063.94921875
2015-03-02,20648.650390625
2015-03-03,20661.400390625
2015-03-04,20743.400390625
2015-03-05,21005.849609375
2015-03-09,20878.05078125
2015-03-10,20773.25
2015-03-11,20778.5
2015-03-12,21107.849609375
2015-03-13,20676.69921875
2015-03-16,20436.80078125
2015-03-17,20718.599609375
2015-03-18,20572.05078125
2015-03-19,20430.650390625
2015-03-20,19999.80078125
2015-03-23,19999.19921875
2015-03-24,19945.0
2015-03-25,19957.5
2015-03-26,19691.150390625
2015-03-27,19511.0
2015-03-30,19880.94921875
2015-03-31,19879.599609375
2015-04-01,20145.099609375
2015-04-06,20607.900390625
2015-04-07,20747.94921875
2015-04-08,21074.099609375
2015-04-09,21118.94921875
2015-04-10,21214.75
2015-04-13,21456.400390625
2015-04-15,21463.05078125
2015-04-16,21287.80078125
2015-04-17,21277.849609375
2015-04-20,20666.349609375
2015-04-21,20429.30078125
2015-04-22,20538.599609375
2015-04-23,20525.69921875
2015-04-24,20606.05078125
2015-04-27,20242.55078125
2015-04-28,20053.30078125
2015-04-29,19729.94921875
2015-04-30,19510.69921875
2015-05-04,19911.30078125
2015-05-05,19963.80078125
2015-05-06,19490.849609375
2015-05-07,19541.94921875
2015-05-08,19857.19921875
2015-05-11,19795.94921875
2015-05-12,19598.75
2015-05-13,19818.900390625
2015-05-14,19846.05078125
2015-05-15,19997.599609375
2015-05-18,20292.099609375
2015-05-19,20231.099609375
2015-05-20,20232.5
2015-05-21,20070.94921875
2015-05-22,20167.75
2015-05-25,19766.94921875
2015-05-26,19682.19921875
2015-05-27,19794.75
2015-05-28,19856.5
2015-05-29,20107.30078125
2015-06-01,20387.400390625
2015-06-02,19709.150390625
2015-06-03,19132.0
2015-06-04,19069.150390625
2015-06-05,19259.599609375
2015-06-08,19084.0
2015-06-09,18978.900390625
2015-06-10,19014.099609375
2015-06-11,18828.44921875
2015-06-12,18846.44921875
2015-06-15,18935.75
2015-06-16,18954.849609375
2015-06-17,19249.099609375
2015-06-18,19248.05078125
2015-06-19,19345.349609375
2015-06-22,19653.650390625
2015-06-23,19737.099609375
2015-06-24,19843.05078125
2015-06-25,19759.599609375
2015-06-26,19695.650390625
2015-06-29,19755.55078125
2015-06-30,20155.75
2015-07-01,20093.900390625
2015-07-02,20143.150390625
2015-07-03,20245.099609375
2015-07-06,20376.69921875
2015-07-07,20384.400390625
2015-07-08,20168.55078125
2015-07-09,20031.75
2015-07-10,19887.94921875
2015-07-13,20133.400390625
2015-07-14,20184.44921875
2015-07-15,20251.44921875
2015-07-16,20445.80078125
2015-07-17,20575.849609375
2015-07-20,20511.400390625
2015-07-21,20143.05078125
2015-07-22,20310.19921875
2015-07-23,20272.80078125
2015-07-24,20303.75
2015-07-27,20151.30078125
2015-07-28,20153.5
2015-07-29,19975.94921875
2015-07-30,20544.05078125
2015-07-31,20920.44921875
2015-08-03,20991.5
2015-08-04,20922.0
2015-08-05,21117.80078125
2015-08-06,20941.19921875
