Date,Close
2015-01-01,2693.25
2015-01-02,2715.449951171875
2015-01-05,2704.5
2015-01-06,2610.449951171875
2015-01-07,2568.64990234375
2015-01-08,2609.25
2015-01-09,2599.10009765625
2015-01-12,2555.199951171875
2015-01-13,2546.75
2015-01-14,2457.89990234375
2015-01-15,2483.14990234375
2015-01-16,2496.199951171875
2015-01-19,2504.800048828125
2015-01-20,2581.550048828125
2015-01-21,2564.60009765625
2015-01-22,2580.75
2015-01-23,2602.85009765625
2015-01-27,2583.75
2015-01-28,2546.10009765625
2015-01-29,2540.5
2015-01-30,2513.300048828125
2015-02-02,2501.949951171875
2015-02-03,2521.800048828125
2015-02-04,2574.449951171875
2015-02-05,2525.10009765625
2015-02-06,2507.050048828125
2015-02-09,2440.64990234375
2015-02-10,2477.85009765625
2015-02-11,2520.10009765625
2015-02-12,2530.050048828125
2015-02-13,2555.35009765625
2015-02-16,2555.199951171875
2015-02-18,2537.5
2015-02-19,2631.0
2015-02-20,2622.050048828125
2015-02-23,2601.199951171875
2015-02-24,2568.800048828125
2015-02-25,2556.800048828125
2015-02-26,2529.64990234375
2015-02-27,2606.35009765625
2015-03-02,2599.800048828125
2015-03-03,2586.25
2015-03-04,2519.89990234375
2015-03-05,2474.800048828125
2015-03-09,2414.300048828125
2015-03-10,2427.75
2015-03-11,2386.75
2015-03-12,2423.0
2015-03-13,2391.14990234375
2015-03-16,2353.14990234375
2015-03-17,2380.699951171875
2015-03-18,2387.75
2015-03-19,2388.35009765625
2015-03-20,2366.0
2015-03-23,2373.5
2015-03-24,2366.25
2015-03-25,2343.35009765625
2015-03-26,2288.0
2015-03-27,2292.85009765625
2015-03-30,2328.300048828125
2015-03-31,2324.449951171875
2015-04-01,2347.64990234375
2015-04-06,2339.949951171875
2015-04-07,2392.0
2015-04-08,2431.25
2015-04-09,2468.14990234375
2015-04-10,2483.0
2015-04-13,2485.0
2015-04-15,2467.0
2015-04-16,2464.39990234375
2015-04-17,2488.550048828125
2015-04-20,2442.199951171875
2015-04-21,2446.25
2015-04-22,2459.199951171875
2015-04-23,2495.14990234375
2015-04-24,2454.89990234375
2015-04-27,2454.050048828125
2015-04-28,2453.199951171875
2015-04-29,2443.25
2015-04-30,2402.39990234375
2015-05-04,2441.75
2015-05-05,2508.14990234375
2015-05-06,2430.35009765625
2015-05-07,2417.800048828125
2015-05-08,2435.60009765625
2015-05-11,2502.300048828125
2015-05-12,2426.0
2015-05-13,2428.85009765625
2015-05-14,2448.699951171875
2015-05-15,2422.85009765625
2015-05-18,2436.5
2015-05-19,2445.550048828125
2015-05-20,2431.39990234375
2015-05-21,2419.60009765625
2015-05-22,2409.85009765625
2015-05-25,2368.699951171875
2015-05-26,2372.25
2015-05-27,2377.800048828125
2015-05-28,2370.14990234375
2015-05-29,2382.60009765625
2015-06-01,2382.800048828125
2015-06-02,2330.14990234375
2015-06-03,2303.64990234375
2015-06-04,2274.199951171875
2015-06-05,2315.5
2015-06-08,2279.699951171875
2015-06-09,2295.75
2015-06-10,2311.5
2015-06-11,2281.800048828125
2015-06-12,2247.199951171875
2015-06-15,2233.949951171875
2015-06-16,2238.800048828125
2015-06-17,2256.699951171875
2015-06-18,2252.89990234375
2015-06-19,2261.050048828125
2015-06-22,2288.800048828125
2015-06-23,2325.5
2015-06-24,2292.25
2015-06-25,2299.800048828125
2015-06-26,2281.449951171875
2015-06-29,2245.800048828125
2015-06-30,2287.300048828125
2015-07-01,2314.75
2015-07-02,2299.949951171875
2015-07-03,2268.25
2015-07-06,2254.800048828125
2015-07-07,2257.89990234375
2015-07-08,2166.800048828125
2015-07-09,2159.75
2015-07-10,2179.89990234375
2015-07-13,2189.300048828125
2015-07-14,2205.10009765625
2015-07-15,2209.10009765625
2015-07-16,2217.199951171875
2015-07-17,2207.64990234375
2015-07-20,2194.550048828125
2015-07-21,2169.89990234375
2015-07-22,2189.85009765625
2015-07-23,2180.10009765625
2015-07-24,2151.64990234375
2015-07-27,2103.85009765625
2015-07-28,2093.14990234375
2015-07-29,2097.949951171875
2015-07-30,2095.699951171875
2015-07-31,2128.64990234375
2015-08-03,2109.35009765625
2015-08-04,2167.699951171875
2015-08-05,2166.5
2015-08-06,2154.39990234375
2015-08-07,2131.949951171875
2015-08-10,2109.800048828125
2015-08-11,2035.4000244140625
2015-08-12,1947.550048828125
2015-08-13,1893.5999755859375
2015-08-14,1920.5999755859375
2015-08-17,1942.949951171875
2015-08-18,1909.0999755859375
2015-08-19,1882.0
2015-08-20,1838.4000244140625
2015-08-21,1822.3499755859375
2015-08-24,1693.949951171875
2015-08-25,1754.949951171875
2015-08-26,1760.949951171875
2015-08-27,1809.699951171875
2015-08-28,1820.1500244140625
2015-08-31,1833.1500244140625
2015-09-01,1770.800048828125
2015-09-02,1745.5
2015-09-03,1787.9000244140625
2015-09-04,1748.5
2015-09-07,1704.300048828125
2015-09-08,1745.6500244140625
2015-09-09,1809.1500244140625
2015-09-10,1794.550048828125
2015-09-11,1767.3499755859375
2015-09-14,1814.800048828125
2015-09-15,1772.0999755859375
2015-09-16,1779.300048828125
2015-09-18,1789.300048828125
2015-09-21,1787.3499755859375
2015-09-22,1711.699951171875
2015-09-23,1713.1500244140625
2015-09-24,1684.800048828125
2015-09-28,1642.5999755859375
2015-09-29,1605.449951171875
2015-09-30,1657.800048828125
2015-10-01,1650.800048828125
2015-10-05,1702.8499755859375
2015-10-06,1730.699951171875
2015-10-07,1787.0
2015-10-08,1796.5999755859375
2015-10-09,1834.949951171875
2015-10-12,1870.75
2015-10-13,1860.199951171875
2015-10-14,1863.3499755859375
2015-10-15,1886.300048828125
2015-10-16,1879.5
2015-10-19,1864.300048828125
2015-10-20,1824.199951171875
2015-10-21,1847.5
2015-10-23,1846.699951171875
2015-10-26,1842.5
2015-10-27,1831.25
2015-10-28,1834.1500244140625
2015-10-29,1826.800048828125
2015-10-30,1806.050048828125
2015-11-02,1768.0999755859375
2015-11-03,1767.5999755859375
2015-11-04,1768.6500244140625
2015-11-05,1735.3499755859375
2015-11-06,1720.25
2015-11-09,1723.6500244140625
