Date,Close
2015-01-01,8318.7998046875
2015-01-02,8365.400390625
2015-01-05,8467.9501953125
2015-01-06,8248.2001953125
2015-01-07,8254.7001953125
2015-01-08,8397.2998046875
2015-01-09,8397.0
2015-01-12,8409.5498046875
2015-01-13,8398.7998046875
2015-01-14,8427.7001953125
2015-01-15,8614.7001953125
2015-01-16,8623.599609375
2015-01-19,8694.900390625
2015-01-20,8760.900390625
2015-01-21,8779.9501953125
2015-01-22,8842.0
2015-01-23,8983.099609375
2015-01-27,9099.599609375
2015-01-28,9043.150390625
2015-01-29,9049.7001953125
2015-01-30,8930.849609375
2015-02-02,8976.099609375
2015-02-03,8919.7001953125
2015-02-04,8812.5
2015-02-05,8749.650390625
2015-02-06,8496.2998046875
2015-02-09,8294.4501953125
2015-02-10,8436.0498046875
2015-02-11,8514.150390625
2015-02-12,8654.2998046875
2015-02-13,8759.0
2015-02-16,8792.5498046875
2015-02-18,8884.849609375
2015-02-19,8871.650390625
2015-02-20,8874.650390625
2015-02-23,8804.150390625
2015-02-24,8777.7001953125
2015-02-25,8781.2998046875
2015-02-26,8640.7001953125
2015-02-27,8841.7998046875
2015-03-02,8919.5498046875
2015-03-03,8838.7998046875
2015-03-04,8777.849609375
2015-03-05,8825.650390625
2015-03-09,8727.0498046875
2015-03-10,8756.400390625
2015-03-11,8761.5
2015-03-12,8851.650390625
2015-03-13,8721.75
2015-03-16,8697.849609375
2015-03-17,8807.400390625
2015-03-18,8748.75
2015-03-19,8719.5498046875
2015-03-20,8585.9501953125
2015-03-23,8597.7998046875
2015-03-24,8480.7998046875
2015-03-25,8515.650390625
2015-03-26,8385.349609375
2015-03-27,8435.0
2015-03-30,8574.4501953125
2015-03-31,8621.75
2015-04-01,8710.75
2015-04-06,8792.0
2015-04-07,8794.5
2015-04-08,8838.75
2015-04-09,8848.150390625
2015-04-10,8879.0
2015-04-13,8817.849609375
2015-04-15,8682.0
2015-04-16,8666.400390625
2015-04-17,8558.2001953125
2015-04-20,8398.599609375
2015-04-21,8284.900390625
2015-04-22,8280.2998046875
2015-04-23,8228.7998046875
2015-04-24,8164.4501953125
2015-04-27,8118.64990234375
2015-04-28,8315.400390625
2015-04-29,8278.5
2015-04-30,8188.2001953125
2015-05-04,8330.2001953125
2015-05-05,8327.2001953125
2015-05-06,8089.85009765625
2015-05-07,7986.25
2015-05-08,8199.25
2015-05-11,8427.5498046875
2015-05-12,8277.5
2015-05-13,8413.400390625
2015-05-14,8485.5
2015-05-15,8539.5498046875
2015-05-18,8600.0498046875
2015-05-19,8531.2998046875
2015-05-20,8484.7998046875
2015-05-21,8549.599609375
2015-05-22,8581.650390625
2015-05-25,8565.099609375
2015-05-26,8548.150390625
2015-05-27,8369.900390625
2015-05-28,8379.2998046875
2015-05-29,8536.75
2015-06-01,8509.349609375
2015-06-02,8325.0498046875
2015-06-03,8191.60009765625
2015-06-04,8130.4501953125
2015-06-05,8092.2998046875
2015-06-08,8006.14990234375
2015-06-09,7953.64990234375
2015-06-10,8104.0498046875
2015-06-11,7909.0
2015-06-12,7905.25
2015-06-15,7996.2001953125
2015-06-16,8090.85009765625
2015-06-17,8160.9501953125
2015-06-18,8258.650390625
2015-06-19,8305.349609375
2015-06-22,8400.7001953125
2015-06-23,8405.7998046875
2015-06-24,8326.9501953125
2015-06-25,8395.9501953125
2015-06-26,8447.2001953125
2015-06-29,8325.0498046875
2015-06-30,8383.25
2015-07-01,8482.4501953125
2015-07-02,8528.599609375
2015-07-03,8493.5
2015-07-06,8517.9501953125
2015-07-07,8488.900390625
2015-07-08,8287.2998046875
2015-07-09,8248.5498046875
2015-07-10,8234.099609375
2015-07-13,8370.75
2015-07-14,8305.7001953125
2015-07-15,8403.2001953125
2015-07-16,8434.5498046875
2015-07-17,8473.900390625
2015-07-20,8476.349609375
2015-07-21,8440.4501953125
2015-07-22,8538.7998046875
2015-07-23,8581.349609375
2015-07-24,8472.0498046875
2015-07-27,8305.650390625
2015-07-28,8259.5
2015-07-29,8368.900390625
2015-07-30,8387.5
2015-07-31,8544.849609375
2015-08-03,8609.650390625
2015-08-04,8703.599609375
2015-08-05,8795.4501953125
2015-08-06,8796.9501953125
2015-08-07,8803.0
2015-08-10,8745.599609375
2015-08-11,8619.25
2015-08-12,8407.150390625
2015-08-13,8441.5498046875
2015-08-14,8642.099609375
2015-08-17,8615.4501953125
2015-08-18,8662.5498046875
2015-08-19,8703.2998046875
2015-08-20,8553.5498046875
2015-08-21,8381.7001953125
2015-08-24,7773.4501953125
2015-08-25,7920.35009765625
2015-08-26,7882.10009765625
2015-08-27,7952.35009765625
2015-08-28,8023.2998046875
2015-08-31,7948.5498046875
2015-09-01,7745.39990234375
2015-09-02,7638.7001953125
2015-09-03,7738.60009765625
2015-09-04,7559.4501953125
2015-09-07,7464.2998046875
2015-09-08,7589.0
2015-09-09,7814.85009765625
2015-09-10,7875.85009765625
2015-09-11,7857.4501953125
2015-09-14,7890.75
2015-09-15,7766.2001953125
2015-09-16,7799.10009765625
2015-09-18,7842.5498046875
2015-09-21,7848.75
2015-09-22,7709.85009765625
2015-09-23,7705.5498046875
2015-09-24,7721.25
2015-09-28,7584.25
2015-09-29,7648.2001953125
2015-09-30,7759.60009765625
2015-10-01,7731.5498046875
2015-10-05,7890.4501953125
2015-10-06,7947.64990234375
2015-10-07,8064.0498046875
2015-10-08,8021.75
2015-10-09,8051.2001953125
2015-10-12,8062.60009765625
2015-10-13,8078.2001953125
2015-10-14,8010.5498046875
2015-10-15,8193.400390625
2015-10-16,8266.650390625
2015-10-19,8245.5498046875
2015-10-20,8265.400390625
2015-10-21,8285.150390625
2015-10-23,8228.2998046875
2015-10-26,8232.25
2015-10-27,8272.349609375
2015-10-28,8206.150390625
2015-10-29,8195.900390625
2015-10-30,8091.9501953125
2015-11-02,8097.10009765625
2015-11-03,8102.89990234375
2015-11-04,8235.75
2015-11-05,8194.150390625
2015-11-06,8144.4501953125
2015-11-09,8246.2001953125
2015-11-10,8257.7001953125
2015-11-13,8178.2998046875
2015-11-16,8190.35009765625
2015-11-17,8252.099609375
2015-11-18,8181.0
2015-11-19,8295.0498046875
2015-11-20,8339.400390625
